item,code,binlabel,codelabel,time,spoint,dura,flag,enable,bini_1,bini_2,bini_3,bini_4,bini_5,bini_6,bini_7,bini_8,bini_9,bini_10,bini_11,bini_12,bini_13,bepoch,channel,bvtime,bvmknum,visible
858,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,806.04,403021,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,268,0,,885,
862,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,807.366,403684,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,269,0,,891,
868,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,813.584,406793,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,271,0,,897,
875,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,818.38,409191,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,273,0,,903,
883,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,829.75,414876,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,275,0,,915,
889,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,833.518,416760,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,277,0,,921,
895,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,837.068,418535,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,279,0,,927,
901,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,844.78,422391,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,281,0,,933,
907,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,851.476,425739,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,283,0,,939,
916,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,857.856,428929,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,285,0,,951,
922,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,864.984,432493,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,287,0,,957,
928,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,871.17,435586,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,289,0,,963,
933,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,877.956,438979,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,290,0,,969,
943,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,885.962,442982,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,293,0,,981,
949,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,893.072,446537,2,1,1,1,4,6,8,10,14,18,24,28,32,36,44,143,295,0,,987,
955,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,899.78,449891,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,297,0,,993,
962,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,904.89,452446,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,299,0,,999,
968,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,911.512,455757,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,301,0,,1005,
974,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,917.954,458978,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,303,0,,1011,
982,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,926.572,463287,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,305,0,,1023,
992,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,936.962,468482,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,308,0,,1035,
998,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,942.958,471480,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,310,0,,1041,
1005,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,947.918,473960,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,312,0,,1047,
1012,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,953.58,476791,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,314,0,,1053,
1018,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,960.56,480281,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,316,0,,1059,
1024,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,964.564,482283,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,318,0,,1065,
1030,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,968.864,484433,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,320,0,,1071,
1036,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,975.408,487705,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,322,0,,1077,
1042,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,979.312,489657,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,324,0,,1083,
1048,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,982.848,491425,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,326,0,,1089,
1054,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,989.816,494909,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,328,0,,1095,
1060,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,997.228,498615,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,330,0,,1101,
1066,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1002.966,501484,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,332,0,,1107,
1072,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1009.88,504941,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,334,0,,1113,
1078,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1013.646,506824,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,336,0,,1119,
1084,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1021.186,510594,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,338,0,,1125,
1090,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1027.878,513940,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,340,0,,1131,
1096,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1034.558,517280,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,342,0,,1137,
1102,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1037.994,518998,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,344,0,,1143,
1108,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1046.246,523124,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,346,0,,1149,
1114,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1051.784,525893,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,348,0,,1155,
1120,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1056.784,528393,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,350,0,,1161,
1126,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1063.794,531898,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,352,0,,1167,
1132,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1067.168,533585,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,354,0,,1173,
1138,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1070.618,535310,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,356,0,,1179,
1144,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1076.642,538322,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,358,0,,1185,
1150,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1082.12,541061,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,360,0,,1191,
1156,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1086.376,543189,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,362,0,,1197,
1162,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1092.396,546199,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,364,0,,1203,
1168,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1095.488,547745,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,366,0,,1209,
1174,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1102.516,551259,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,368,0,,1215,
1180,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1109.61,554806,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,370,0,,1221,
1186,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1115.36,557681,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,372,0,,1227,
1192,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1121.726,560864,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,374,0,,1233,
1198,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1128.124,564063,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,376,0,,1239,
1204,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1134.762,567382,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,378,0,,1245,
1210,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1142.13,571066,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,380,0,,1251,
1217,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1148.732,574367,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,382,0,,1257,
1223,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1153.132,576567,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,384,0,,1263,
1228,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1156.228,578115,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,386,0,,1269,
1234,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1163.59,581796,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,388,0,,1275,
1240,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1168.76,584381,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,390,0,,1281,
1247,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1174.7,587351,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,392,0,,1287,
1253,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1181.548,590775,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,394,0,,1293,
1259,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1187.268,593635,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,396,0,,1299,
1266,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1193.68,596841,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,398,0,,1305,
1272,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1200.056,600029,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,400,0,,1311,
1278,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1206.834,603418,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,402,0,,1317,
1285,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1210.86,605431,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,404,0,,1323,
1291,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1216.878,608440,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,406,0,,1329,
1295,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1218.882,609442,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,407,0,,1335,
1301,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1225.366,612684,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,409,0,,1341,
1307,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1230.274,615138,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,411,0,,1347,
1313,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1238.05,619026,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,413,0,,1353,
1319,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1244.866,622434,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,415,0,,1359,
1326,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1249.76,624881,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,417,0,,1365,
1332,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1253.64,626821,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,419,0,,1371,
1338,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1258.418,629210,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,421,0,,1377,
1344,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1262.072,631037,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,423,0,,1383,
1350,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1269.108,634555,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,425,0,,1389,
1356,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1275.89,637946,2,1,1,1,3,6,8,9,14,18,22,26,32,34,48,143,427,0,,1395,
1362,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1282.866,641434,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,429,0,,1401,
1368,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1286.572,643287,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,431,0,,1407,
1374,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1293.26,646631,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,433,0,,1413,
1381,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1299.228,649615,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,435,0,,1419,
1386,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1301.498,650750,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,437,0,,1425,
1393,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1305.39,652696,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,439,0,,1431,
1399,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1312.57,656286,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,441,0,,1437,
1405,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1315.888,657945,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,443,0,,1443,
1411,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1322.696,661349,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,445,0,,1449,
1417,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1329.36,664681,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,447,0,,1455,
1424,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1335.182,667592,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,449,0,,1461,
1431,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1340.24,670121,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,451,0,,1467,
1438,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1344.488,672245,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,453,0,,1473,
1444,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1351.084,675543,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,455,0,,1479,
1450,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1357.742,678872,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,457,0,,1485,
1456,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1364.98,682491,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,459,0,,1491,
1462,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1372.312,686157,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,461,0,,1497,
1468,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1379.366,689684,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,463,0,,1503,
1474,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1383.77,691886,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,465,0,,1509,
1480,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1390.038,695020,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,467,0,,1515,
1486,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1396.518,698260,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,469,0,,1521,
1492,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1402.922,701462,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,471,0,,1527,
1498,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1409.704,704853,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,473,0,,1533,
1504,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1413.456,706729,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,475,0,,1539,
1510,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1416.508,708255,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,477,0,,1545,
1516,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1423.89,711946,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,479,0,,1551,
1522,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1427.854,713928,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,481,0,,1557,
1528,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1434.158,717080,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,483,0,,1563,
1534,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1442.034,721018,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,485,0,,1569,
1540,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1447.44,723721,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,487,0,,1575,
1546,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1451.66,725831,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,489,0,,1581,
1553,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1457.116,728559,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,491,0,,1587,
1559,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1463.376,731689,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,493,0,,1593,
1565,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1470.812,735407,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,495,0,,1599,
1571,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1475.146,737574,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,497,0,,1605,
1577,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1479.338,739670,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,499,0,,1611,
1583,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1483.3,741651,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,501,0,,1617,
1589,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1487.326,743664,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,503,0,,1623,
1598,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1497.586,748794,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,505,0,,1635,
1605,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1502.362,751182,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,507,0,,1641,
1611,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1506.508,753255,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,509,0,,1647,
1617,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1512.788,756395,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,511,0,,1653,
1623,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1516.418,758210,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,513,0,,1659,
